Redacao	Nota
O filme Juno, premiado mundialmente, retrata uma situação por qual garotas adolescentes estão passando: A gravidez acidental. A personagem-título é um espelho para todos os dilemas de garotas na mesma situação: como contar para os pais, para o namorado, qual vai ser as reações deles, e principalmente se está realmente prepara para ter um filho. È difícil de acreditar que com tanta informação sobre camisinha e métodos contraceptivos, jovens se deixam levar e engravidam comprometendo todo o seu futuro, pois criar uma criança é complicado, principalmente se sozinha, como nas maiorias do casos, pois os pais também são adolescentes. No Brasil, o número de adolescentes gravidas é grande, o que nos traz um grande problema socio-econômico: a gravidez precoce ligado a pobreza. Isso não é um problema atual, pois já no começo do século, no pré-modernismo, Lima Barreto retratava no seu livro "Clara dos Anjos": Clara, mulata pobre de dezessete anos, que se apaixona por Cassi, um aproveitador; engravida, ele a abandona, ela pensa primeiro em fazer um aborto, mas decide procurar a família do futuro pai, que se recusa à ajuda-la. Finalmente quais são as possibilidades dessas adolescentes: arcar com as consequências e ter o filho; decidir não te-lo e abortar ( mesmo não sendo legalizado); ou, depois do nascimento colocá-lo para adoção. A decisão somente cabe a mãe, pois é o seu corpo, o seu filho e sua vida, e tem que ter consciência que essa decisão vai ser interferir por toda a sua existência. Um criança, ao ser concebida, deve receber o amor de todas as pessoas ao seu redor, principalmente dos pais, pois isso dará um bom clima para o seu desenvolvimento. Por isso a decisão de jovens pais de ter o filho ou não é complexa e requer toda ajuda possível, sem julgamentos ou pressões. Cometer erros é normal, mas a solução deve exigir muito cuidado.	6.5
A gravidez precoce é, atualmente, um dos fatos mais alarmantes na sociedade contemporânea, que marca não só as plataformas mais pobres, como também a elite. Como fator fundamental da causa desta, podemos citar a menarca. Como conseqüência, o jovem, que já vem passando por alterações psíquicas, sociais e corporais próprios da adolescência, restringe ou até mesmo adia o seu engajamento na sociedade. Devido ao afrontamento com a questão conflitante de como criar a criança e ser inserido na atual sociedade qualificada como preconceituosa. Ratificando: segundo pesquisas da Unicamp 13% das adolescentes grávidas tentam suicídio. Parte das adolescentes, em alguns casos abandonadas pelo parceiro e família, procura o escape mais simples: o aborto. Por ser ilegal apenas clínicas clandestinas o fazem, se tornam procedimentos arriscados. Outra solução encontrada pelas jovens mães é a doação dos filhos. Inconseqüentes, meninos e meninas têm uma vida marcada por conflitos psicológicos gerados pelas decisões inconscientes do passado. Podemos citar ainda as implicações emocionais que atingem os jovens causados pelo afastamento dos amigos, família, que muitas vezes leva ao abandono da vida escolar. Que levarão a dificuldades em educar os filhos. Devido aos fatos mencionados, conclui-se que a gravidez precoce gera alterações emocionais, psíquicas, isolamento social dos adolescentes, além de abortos. Fica, portanto determinado que mais informações devem chegar ao adolescentes, juntamente com diálogos e tratamento psicológico às adolescentes grávidas.	3.5
Um dos grandes problemas sociais que vem atingindo a população, em especial a população jovem, é a gravidez na adolescência. Uma criança gerada fruto da ingenuidade de duas pessoas que estão vivendo a fase mais intensa de suas vidas pode proporcionar uma experiência muito constrangedora; arruinando, muitas vezes, planos de um bom futuro que os "pais de primeira viagem" possam ter planejado. É na adolescência que o jovem vive os momentos mais marcantes da vida e começam a descobrir os prazeres que esta o proporciona. É também nesta etapa da vida que eles começam a se entregar intensamente às primeiras paixões, muitas vezes sem levar em consideração as conseqüências de seus atos, que podem refletir no futuro de cada um. Quando a gravidez chega, seja ela fruto de inocência, descuido, despreparo ou ingenuidade, ocorre uma transformação na vida das pessoas envolvidas. As famílias de ambos os jovens vivem momentos de aflição, em meio à realidade que os cerca. Seus filhos, agora futuros pais, acabam de renunciar a todos os seus objetivos de vida e de um futuro bem sucedido, pois na grande maioria dos casos, uma criança advinda na adolescência interfere em todo o processo escolar dos jovens pais, e o tempo perdido por eles torna-se cada vez mais difícil de ser recuperado, levando em consideração todas as responsabilidades que a maternidade pode trazer posteriormente. Mas o que leva os jovens a cada vez mais tornarem-se pais mais cedo? Com toda essa propaganda que vivenciamos hoje em dia a respeito de métodos contraceptivos, fica difícil de afirmar que o aumento no índice de gravidez na adolescência seja devido à falta de informações. Talvez esse crescimento seja mesmo explicado pelo despreparo psicológico do jovem, pela fraqueza mental que eles têm e que os fazem se preocupar apenas com o momento presente, viver o hoje da melhor maneira que eles imaginam e sem a menor preocupação com o amanhã. Portanto, não se pode afirmar que a gravidez precoce relaciona-se apenas à pobreza, pois independente de status, pode acontecer em famílias das mais diversas rendas. Também não se pode dizer que é um problema exclusivo dos dois jovens envolvidos, porque atribuir o erro apenas a eles é injusto, eles não conseguiriam encontrar soluções apenas entre si. Este é um problema difícil de ser resolvido, mas que depende de um grande esforço e mobilização por parte de todos; governo, população, pais e amigos. Só assim é que se pode trilhar o caminho certo a ser seguido para que possamos cada vez mais tentar erradicar o problema da gravidez na adolescência.	6
Uma das maiores preocupações sociais e econômicas mundiais é o crescimento da população. No Brasil a situação não é diferente. Ainda que possamos observar que as taxas de natalidade caíram, a faixa etária que apresenta aumento de fecundidade é a das adolescentes. E o motivo infelizmente não é a falta de informação. O conhecimento e o acesso a métodos contraceptivos estão a nossa disposição. Existem, porém, outros fatores que, agindo em conjunto ou isoladamente, alimentam esse problema. As condições precárias de educação, por exemplo, fazem com que as jovens se desinteressem pela carreira profissional, e passem a dedicar seu tempo de forma desregrada. Nos núcleos de baixa renda há altos índices de gravidez precoce, pois as dificuldades, a exclusão, a marginalização, são fatos que podem causar certa debilidade em conceitos como constituir família no momento certo, ou esperar para que se criem condições financeiras, ou mesmo maturidade suficiente para educar uma criança. E não só nas áreas mais pobres, mas nas classes média e alta isso também ocorre, e nessa situação o motivo não seria financeiro, mas sim negligência e falta de responsabilidade. Ocorre também a desvalorização da idéia do que seja a geração de uma vida, pelo fato de muitos recorrerem a técnicas de aborto. O que deveria ser uma medida indicada apenas para casos de emergência transformou-se em simples procedimento de desencargo, como se fosse algo corriqueiro como consumir pílulas ou usar camisinha. A proposta de regularização do aborto é apenas um paliativo para o problema real. Programas de controle de fecundidade para adolescentes e campanhas de conscientização, de educação, e de inclusão no mercado de trabalho, devem ser incentivados. E o auxílio adequado para situações extremas, como estupro ou casos de gravidezes de alto risco, também devem ser fornecidos, para que não haja espaço para o funcionamento de estabelecimentos clandestinos.	7
Gravidez na adolescência, caminho inevitável para a união precoce entre os pais, acaba por se tornar pouco duradoura e o inicio a uma vida conturbada. Segundo dados do jornal, Estado de S.Paulo 13 de abril de 2008, 90% das mães sofrem com a falta de seu companheiro. A gravidez fora de hora, faz os adolescentes avassaladores pelos seus desejos e amores utópicos acabem por abrir mão de seus planos futuros, como na maioria das vezes deixar de lado seus estudos e uma possível ascendência na carreira profissional. A paixão do amado (a) e a baixa pobreza juntamente com a falta de recursos preventivos como o uso de contraceptivos acaba por formar uma geração de graves conseqüências tanto no crescimento da criança quanto em uma forma de vida desestabilizada. A despreocupação pelo futuro profissional leva o jovem a uma besteira de se engravidar aos 15 e 17 anos. Segundo dados de 1996 a 2006 é elevado o índice de cuidado com os bebês e diminuí em outras faixas etárias como em 23 e 27 anos e entre outras idades. A educação dos pais aos filhos em seus lares são atos primordiais que os induzirão a terem uma vida de crise ou não desde uma gravidez em sua adolescência. Por conseqüência os "desavisados e não orientados, filhos, cabem os a optar a casar cedo e formar uma família". A falta de diálogo entre os filhos e seus responsáveis os debilita e deixam vulneráveis as tentações do cotidiano, e isso os faz amigos do mundo e inimigos dos pais por acreditarem mais nos outros ao invés da família que não oferece nenhuma oportunidade de expressão, mas sim de repreensão como: no meu tempo não era assim as coisas eram mais difíceis trabalhei na roça e você não precisa ser diferente, não à precisão! Temos um de vários motivos que levam o adolescente a recorrer a outros caminhos a não compreensão dos pais com o presente e, mas sim a preocupação de manter a sua hereditariedade adiante se de contendas ou não os pais pensam dos filhos como um espelho seu, um orgulho insaciável que acaba a jogar os contra si mesmo e sem querer transforma os em "defeituosos" perante a sociedade, sendo aos 17 anos sem estudo e com filhos para cuidar. Assim a crise na adolescia tornasse uma responsabilidade mutuamente dos pais.	4
O surgimento precoce de um filho não é um fato esporádico na atual sociedade brasileira. A gravidez na adolescência tornou-se uma mazela social que assola principalmente as camadas sociais mais humildes. Apesar da ampla disponibilidade de informação e métodos de prevenção pelas autoridades, meninas acabam sendo abandonadas com a responsabilidade de serem mães, famílias desestruturam-se e a beleza da juventude esvai-se. Nessa grave situação, não é fácil determinar quem é o maior responsável. Não se pode culpar exclusivamente as autoridades públicas por esse problema social, pois a parte que lhes cabe é eficientemente cumprida. Os postos de saúde, mais numerosos em regiões carentes, facilmente disponibilizam preservativos e demais métodos contraceptivos. Além disso, não são raras as campanhas promovidas pelos governos estaduais através dos meios de comunicação em massa. Dessa maneira, a falta de informação não pode ser alegada como causa principal. No entanto, as autoridades não têm condições de ser responsáveis pelo comportamento de cada jovem. A família, sim, como parte principal na formação dos cidadãos, tem a maior responsabilidade sobre seus filhos adolescentes, pois o jovem reflete em sua vida particular aquilo que vive em seu lar. São inúmeras as famílias desestruturadas nas comunidades carentes (onde há maior ocorrência de gravidez precoce), muitas vezes oriundas dessa mesma mazela social, com pais negligentes ou preconceituosos. Existem, ainda, aquelas que mantêm tabus e censuram qualquer possibilidade de uma franca conversa para um profundo esclarecimento sobre sexualidade a seus filhos. Os jovens devem compreender que a vida pode ser muito bem aproveitada, porém com responsabilidade. O prazer não pode estar acima das conseqüências que traz, pois uma gravidez precoce pode acompanhar consigo vários outros problemas, desde o abandono da criança até um aborto que pode gerar traumas, além da arruinação dos sonhos e perspectivas de um adolescente. O papel das autoridades deve continuar sendo cumprido, mas tal esclarecimento deve vir primeiramente dos pais, pois a família é a maior responsável pela formação do comportamento de uma pessoa.	7.5
A gravidez na adolescência é apenas mais uma conseqüência. Fala-se sob sexo muito cedo, quiçá por precaução; quando os pais não falam, a mídia televisiva, a sociedade, os sites de relacionamentos, ou seja, sexo é assunto banal para a sociedade moderna. Como se não bastasse todo esse bombardeio áudio visual, trata-se de uma geração prematura. Vai se esperar o quê de uma geração-aglotóxico, sem falar nos "homens-bombas". Não os de lá (mulçumanos extremistas); uma geração que nasceu e cresceu se alimentando com drogas: frangos abatidos aos 25; marrecos com 49, alface 15 dias; bovinos seis meses; e outros alimentos envenenados. Digamos que não sofressem desses males, pensemos no ciclo natural: "crescei e multiplicai-vos". Não faz muito tempo que adolescente pari era normal, não era normal elas parirem sem os famosos patriarcas ao lado. Acredita-se que como conseqüência desta ausência houve um desamparo sócio-familiar e moral. Daí vê-se um aumento desordenado e indiscriminado de infanticídio. O "mãe, tô grávida" é apenas o desfecho dos nossos atos inconseqüentes. Quando ela ocorre, a gravidez prematura, não cabe mais se perguntar onde foi que errei? Mas sim, procurar, de alguma maneira, passar apoio psicológico uma vez que aquela "merda" ou ato impensado não se transforme em tragédia. Apenas apoio psicológico, pois, segundo consta, quem pari uma, pari duas ou três vezes. Cabe a família mostrar que aquela prática prematura - sexo e gestação foi um erro do adolescente e cabe a eles responder por tal. Nada de festas, estudar, amigos e outras atividades; que criem seus filhos. É claro que com a supervisão dos adultos. Salve as exceções, mas pariu, bateu embale.	2
De acordo com dados fornecidos pelo IBGE, desde 1980 o número de adolescentes entre 15 e 19 anos grávidas aumentou 15%. Significa que cerca de 700 mil meninas se tornam mãe a cada ano no Brasil. Acredita-se que este problema sócio-econômico esteja vinculado à falta de informação, principalmente nas camadas mais desfavorecidas da sociedade, que são as que apresentam maio índice de gravidez precoce. Porém, o governo promove campanhas preventivas anualmente, comprovando que o problema não é a falta, mas o não uso da informação. Os jovens atuais não têm perspectivas de um futuro melhor, pois suas vidas são miseráveis. As pílulas anticoncepcionais e os demais métodos não são acessíveis à toda população, já que são caros. Teoricamente, deveriam ser distribuídos nos postos de saúde, porém a distribuição não é eficaz e homogênea. A gravidez precoce gera efeitos negativos no país, devido a diversos fatores. Por causa da gestação, jovens são obrigadas a deixar a escola para se dedicar ao mais novo filho. No período que deveriam estar se qualificando para ingressar no mercado de trabalho, trocam os livros pelas fraldas. Também é comum que haja a expulsão da menina de sua casa, por falta de aceitação da família. Desta maneira, o problema passa para o governo, que de certa forma irá sustentar a adolescente. Em contra mão ao aumento no número de jovens grávidas, a nova tendência é adiar a gravidez. O principal motivo é a priorização da carreira profissional e a conscientização que filhos requerem recursos financeiros. Por isso, é preferível estabelecer-se economicamente e depois planejar a gravidez. Portanto, o principal motivo da gravidez na adolescência é o não uso das informações, devido a motivos econômicos e sociais. È importante destacar que os jovens estão em processo de formação, e por isso uma solução viável seria a partir da educação. Devolver aos jovens as perspectivas de uma vida mais justa é fundamental, podendo ser através de projetos sociais que estimulem os esportes e a música, por exemplo. Outra solução é a melhora na distribuição dos métodos anticoncepcionais nos postos de saúde, para que eles se tornem acessíveis às camadas baixas da sociedade.	8.5
Nossas adolescentes, sobretudo as que estão inseridas dentro de uma classe social mais baixa vivem um drama. Garotas de 13, 14, 15 anos em média, que nem entraram na adolescência direito levam um susto quando se descobrem grávidas. Meninas que sem nenhum tipo de preparo, seja ele emocional, financeiro, se vêem na iminência de ser mãe em uma fase da vida em que mal sabem cuidar de si própria. A maioria delas engravidam do primeiro namoradinho, algumas ao se descobrirem grávidas ainda sonham que com isso conseguirão "segurar" o rapaz, o que obviamente também não se senti seguro ao enfrentar tal situação, é na maioria das vezes acabam abandonando suas parceiras e tornando-as ainda mais fragilizadas emocionalmente, sobrando para as famílias a difícil missão de amparar essas meninas, lhe darem o apoio necessário para que possam levar adiante a gravidez. Esse é um problema sério que o Estado precisa dar mais atenção, com programas de prevenção, controle de natalidade, métodos contraceptivos, pois as estatísticas mostram que essas mulheres não param no primeiro filho, a grande maioria vão ter o segundo, terceiro, quarto filho sucessivamente, não é raro encontrar nas comunidades e periferias mulheres com média de idade entre 25 e 30 anos, com mais de 5 filhos. Outro dilema enfrentado nessas ocasiões são as chamadas clinicas de aborto clandestino, muitas optam em abortar a criança e se recorrem a esse tipo de procedimento, onde pessoas sem nenhum tipo de preparo, seja ele técnico, ou mesmo pela falta de instalações adequadas, efetuam milhares de abortos todos os anos colocando inclusive a vida das gestantes em risco. Portanto, é preciso um investimento maciço é uma preocupação por parte das autoridades para resolver essa situação, pois qual será o futuro dessas crianças, muitas pela falta de oportunidades que indubitavelmente vão enfrentar acabarão entrando para o mundo da criminalidade e aumentando ainda mais o nosso contingente nos sistemas prisionais, enfim, a solução existe o que falta e a iniciativa por parte dos nosso governantes para pelo menos amenizar essa situação tão grave que a nossa sociedade enfrenta.	6
Antigamente, a gravidez na adolescência acontecia por falta de informação. Mas hoje isso mudou, pois existem várias campanhas de prevenção, até mesmo distribuição de preservativos nos postos de saúde. O real problema é a falta de comunicação entre os parceiros causado pelas relações que são, na maioria, sem compromisso. Nesses tipos de relacionamento, as adolescentes têm medo de pedir ao parceiro que usem a camisinha por medo de serem rejeitadas. As campanhas de prevenção existem aos montes. Fala-se de como prevenir a gravidez, de como ela acontece, das doenças. Mas o que realmente deve ser mudado é a forma de pensar desses adolescentes. Deve-se falar dos medos, dos tabus, discriminação e dos padrões sociais impostos que levam a tanta insegurança. Como exemplo, no caso das meninas, os padrões de beleza levam à baixa auto- estima. Essas garotas estão passando por mudanças que as levam a ser diferentes daqueles "modelos" que a tv impõe. Já os meninos são pressionados a perder a virgindade cedo, sendo taxados de "frutinhas" caso isso não aconteça, gerando um grande despreparo desses adolescentes. A falta de diálogo, os medos, a fugacidade das relações geram o aumento da gravidez precoce. Para mudar essa situação, é importante mudar o nosso pensamento. Nesse sentido os adultos devem empenhar - se em conversar mais efetivas com os adolecentes.	5
Engravidar na adolescência é de fato um dos mais graves problemas que podem afetar a vida de um jovem. Grave, pois ter um filho envolve implicações seríssimas capazes de abalar até mesmo adultos que já possuem vida razoavelmente estável. Por isso, o estrago que tal fato pode trazer àqueles que não têm responsabilidade nem para cuidar de si mesmos, é, muitas vezes, catastrófico. Vários são os motivos que levam meninas a engravidarem precocemente. Mas na grande maioria dos casos, a principal causa consiste na falta de informação, a qual pode estar associada à marginalização social e sua conseqüente exclusão ao acesso á educação sexual, ou até mesmo à falta de discussão sobre o tema, ainda tabu nas conversas entre pais e filhos. Já as adolescentes que engravidam acidentalmente, mesmo tendo conhecimento sobre métodos anticoncepcionais, podem creditar o erro a sua total irresponsabilidade, e essa falta de responsabilidade trará conseqüências. Consumado o fato, poucas são as opções aos futuros pais: decidir criar o bebê (com ou sem ajuda), doar a criança para adoção, ou realizar um aborto. Qualquer uma destas, trará traumas que afetarão para sempre suas vidas. Criar um filho requer tempo, dinheiro, e dedicação, exigências que a maioria dos jovens não poderá cumprir, pelo menos sem sacrifícios. Doar um recém-nascido à adoção além de exigir tremenda frieza, pode causar futuros arrependimentos. No caso do aborto, proibido na teoria, porém muito realizado na prática, a mulher pode ter várias complicações no procedimento e ser impossibilitada de engravidar novamente. E ainda terá de enfrentar a questão moral que envolve o aborto. Como se pode perceber, engravidar, como quase tudo, exige um planejamento antecipado. Um bebê pode ser tanto um presente na vida de casais que o desejam e estão preparados para criá-lo, como uma enorme fonte de contrariedades para aqueles que o geram apenas como fruto de uma irresponsabilidade.	5.5
Na atualidade é raro você ver uma mulher de trinta anos grávida, no mesmo parâmetro, a gravidez precoce já não é um assunto a ser considerado raro e sim banal, o que não pode acontecer. Esse fato vem aumentando numa progressão geométrica assustadora,dependendo do local a ser analisado isso se da por vários motivos distintos,falta de informação,problemas sociais,econômicos,são esses alguns dos motivos mais freqüentes.No Brasil, pais aonde os meios de comunicação vem a cada dia fortemente ligada a sexualidade(nas musicas,na mídia,internet), junto com isso, vem em conta-partida os meios de prevenção sexual(contraceptivos,em geral),não adianta informar e ao mesmo tempo estimular,a virgindade para os jovens atualmente se tornou fora de moda.Garotas e garotos a cada dia vem precocemente entrando na vida sexual influenciados por amigos que posteriormente tiveram sua vida sexual antecipada pelo o meio.Os adolescente sabem dos ricos que podem correr na teoria e não na pratica,os jovens não acreditam que uma gravidez precoce possa acontecer com eles,e nessa sensação de que podem tudo sem ter conseqüências acabam caindo numa armadilha.No núcleo familiar brasilerio a falta de dialogo também é diagnosticado como uns dos motivos, isto, também colabora com o aumento e quando existe diálogo não acompanha as necessidades de um jovem atual. É evidente, essa realidade vem de tempos, então é muito provável que pais sem informação geram filhos sem informação e assim sucessivamente,havendo um certo pudor pais e filhos perdem a oportunidade de se conhecerem e assim de ter uma conversa "aberta". Nessa situação epidêmica vemos o aumento de mães solteiras,não é só um problema social também é um problema de saúde,além de termos mães despreparadas fisicamente temos mães psicologicamente despreparadas,sem garantia econômica,sem uma estruturas familiar,sem apoio do pai ,vemos em conseqüência disto o grade aumento de números de crianças para a adoção,depressão pós parto e até bebês sendo abandonados por mães anônimas.E importante que tenha uma prevenção antes de tudo que sustente as necessidades de hoje, incentivar conversas entre pais e filhos é fundamental para educação sexual dos jovens,incentivar o respeito a si mesmo,e torna isso mais contraceptivos normal possível.	3
O Amor é um sentimento engraçada na vida dos adolescentes, ele tem pavor ou simplesmente acaba quando as pessoas ouvem a palavra : "Gravidez". Não tão raramente, ouve-se falar que o namoro entre jovens acaba quando a menina engravida. Certo ou não alguns até tentam casar, influenciados pelos pais, morar um tempo juntos pra ver como é a vida de casados, mas acabam se separando. Há outros que nem experimentam, a menina deixa logo os estudos e depois que a criança nasce vai procurar um emprego e o bebê fica aos cuidados da avó. Não há relacionamento juvenil que resiste a um baque desses, ou pelo menos a grande maioria deles. Jovens entre 14 e 18 anos já estão iniciando a sua vida sexual, e com ela ocorre alguns pequenos deslizes na hora da prevenção de doenças e da gravidez principalmente. Quando o menino fica sabendo que a parceira engravidou, tenta logo esquivar-se da situação pois não sabe como lidar com isso. Os adolescentes brasileiros que freqüentam a escola tem aulas sobre o tema sexualidade, mas ou não prestam a devida atenção, ou acabam entrando no senso comum de que coisas do tipo "só acontecem com o vizinho". Terminam o namoro com a garota e alguns pagam pensão para o filho, outros desaparecem sem deixar rastro e engravidam outras mulheres. Algumas famílias tentam resolver a situação de uma forma tradicional com o nem sempre desejado: "Casamento". Antes que a barriga apareça o casório e a festa já estão preparados para os parentes. Mas depois de alguns meses de convivência e algumas "briguinhas" entre o casal a relação acaba. Casais não tão radicais tentam permanecer por alguns anos, a média segundo o IBGE é de 10 anos de duração. A menina que não arrisca casar-se, acaba vivendo com a família, coloca os estudos para segundo plano e sai atrás de um sustento. E quem fica com a criança? Uma das alternativas e a mais utilizada por sinal, seria a avó é claro, pois uma criança não consegue cuidar de outra criança. Então a mãe-menina deixa o bebê com a mãe-avó em casa; para que um dia quem sabe a netinha também deixe o seu filhinho para a vovó, tornando-se assim um círculo vicioso. Para que a gravidez indesejada não ocorra deve haver primeiramente uma conscientização dos adolescentes acerca do assunto e uma política pública voltada para a educação em sexualidade.	6.5
Como reagir a uma gravidez fora de hora? Não planejar a gravidez para o momento certo é o que vem acontecendo com muitas jovens nos últimos anos. Geralmente são jovens entre 14 e 17 anos com maio incidência de gestação não planejada,quando isso acontece todo a estrutura familiar é abalada não só pela novidade em simais também pelo fator psicológico. Uma gravidez fora de hora trás muitas consequências aos futuros pais,quase nunca vem acompanhada por boas condições financeiras,pesquisas relatam um alto indíce de pobreza .Em 90% dos casos são garotas solteiras que assumem a responsabilidade de cuidar do filhos. apesar de existir um taxa de fecundidade menor ,em média de um a dois filhos ,há garotas parindo muito cedo e se tornando mães precocemente,tendo que cuidar de família ,casa,marido,deixando pra trás escola ,emprego e sonhos idealizados antes que com a chegada de um bebê vam sendo esquecidos. As vezes são forçados a se casarem por questôes religiosas ,familiares, culturais ou mesmo por medo de represália da sociedade. algumas dessas uniões fracassam terminando em divórcio ou duram com muitos conflitos. Há ainda casos que as jovens não aceitam a gestação e doam seus filhos a orfanatos,abortam ou sem saber o que fazer chegam a jogar no lixo.Conflitos esses acompanhados de sofrimento que causam até depressão e dirturbíos comportamentais, Não é fácil ser mãe, muito menos cedo demais,é preciso se criar uma estrutura familiar ,psicológica e financeira. Fazer um planejamento de vida seguindo todas as etapas cada um ano seu tempo certo de acontecer. Assim teremos menos grávidas precoces e talvez mais pessoas instruídas a melhorar o mundo.	3.5
O nascimento é fruto da etapa replrodutiva do ciclo da vida.É, pois, natural e instintivo que os seres vivos nasçam, cresçam, deixem descendentes e faleçam. Ademais, os bebês devem ser fruto de um relacionamento amoroso com futuro e de uma famíla bem estruturada economicamente. Entretando, essa não é bem a realidade brasileira.Em boa parte, a culpa provém do crescente número de grávidas jovens, que vem aumentando nos últimos dez anos mais do que em qualquer outra faixa etária. Estas garotas, que deveriam estar estudando para ter uma boa perspectiva de vida, tem de sair da escola para cuidar de seus filhos. Dessa forma, se não desistem de estudar, atrasam sua vida profissional, além de estarem incumbidas da enorme responsabilidade maternal. O aumento das relações sexuais na adolescência remonta a Revolução Sexual da década de 60, na qual popularizou-se o uso de anticoncepcionais e outro métodos contraceptivos, ao mesmo tempo em que derrubou-se os dogmas de submissão feminina, imposta pelo machismo, através do lema "Paz e amor". Assim, o sexo antes do casamento tornou-se mais comum - ou pelo menos mais público - ao passo que a juventude ficou mais liberal. No entanto, essa liberdade veio junto de um sentimento de onipotência, no qual adolescente pensam estar imunes a qualquer risco. Devido a esse sentimento, eles acabam envolvendo-se com drogas, bebidas, e muitas vezes por conseqüência, tem relações sexuais sem preservativos. Apesar da difusão das informações, seja na internet, televisão ou rádio, falta aplicação das mesmas, maturidade e visão de futuro e planejamento. Enfim, soma-se ainda a falta de diálogo entre pais e filhos, que apesar de geralmente morarem juntos, são distantes um do outro. Essa foi então a receita para criar a atual geração de jovens em crise, que só pode ser solucionada através de uma mudança de valores dentro de casa. É necessário uma imposição de limites pelos pais, por meio do respeito, para controlar essa liberdade sem moderação. E, caso venha a nascer um novo membro na família, é de extrema importância que os novos avós tratem muito bem o neto, pois o preconceito por parte da sociedade sobre essas criaças já é grande. O patriarcalismo é, pois, uma idéia muito antiquadada que não se encaixa no perfil do século XXI.	5
Gravidez na adolescência problema freqüente entre as jovens de até 21 anos. A falta de informação, o receio de assumir a vida sexual e a falta de espaço para discussão no seio familiar, leva os adolescentes à gestação precoce. Cresce a cada dia o número de garotos que têm sua adolescência interrompida pela necessidade de assumirem responsabilidades paternas ainda muito jovens. É consenso entre os especialistas que a gestação ocorrida entre as jovens de 12 a 21 anos, quase sempre não planejada, e por isso, indesejada, acontece em meio a relacionamentos ainda sem estabilidade. Para alguns pais é constrangedor ter um diálogo aberto com seus filhos, e a falta de diálogo gera jovens mal instruídos que iniciam a vida sexual sem conhecimento do assunto. E assim aumenta o número de meninas grávidas que não são crianças, nem tão pouco adultas. Não se pode esquecer que embora os meninos não possuam condições biológicas necessárias para engravidar, um filho não é gerado por uma única pessoa. Pois o peso da gravidez na adolescência não atinge apenas a mãe do bebê. Enquanto os cuidados são direcionados para as mães ainda meninas, pouco se fala sobre as dificuldades enfrentadas pelo pai da criança, que muitas vezes também é adolescente. Nem sempre o garoto é irresponsável, às vezes ele tem projetos de vida, só que tudo é interrompido devido a um encontro sexual não organizado. Em depoimento ao jornalista Gilberto Amendola, autor do livro, "Meninos Grávidos", um jovem pai declara: "Pensei que minha vida fosse acabar". É importante que quando diagnosticada a gravidez os adolescentes recebam apoio da família, principalmente dos pais, e que tenham auxílio de um profissional da área de psicologia para trabalhar o emocional dos adolescentes. Dessa forma, ela terá uma gravidez tranqüila, e junto com seu parceiro terão perspectivas mais positivas em relação a ser mãe e pai, pois muitos entram em depressão por achar que a gravidez significa o fim da vida e da sua liberdade.	7
À medida que o tempo vai passando, as pessoas e os costumes vão mudando e se adaptando a nova realidade, antigamente uma garota que engravidasse antes do casamento era um escândalo, uma vergonha para a família, tivesse ela qualquer idade,hoje as mulheres ganham independência muito cedo e é comum um filho crescer longe do pai. Uma gravidez fora de hora é quando os pais não têm condições financeiras de sustentar seus filhos, acontece muito, é fácil ver pelas ruas crianças abandonadas, pessoas sensatas entregam seus filhos a adoção. Apenas uma boa condição financeira não garante filhos bem cuidados, todo dia vemos casos de abusos contra crianças, seja de ordem psicológica, agressão física ou sexual e já tem se tornado difícil ver isso como exceção. Pelo número de casos só resta fazer uma pergunta:será que existe punição? Parece que só para casos extremos e que a mídia insiste em cobrar ,e às vezes nem assim,e nem é como a maioria dos casos de injustiça que os ricos dificilmente vão pra cadeia, porque se assim fosse os pais desses meninos de ruas deveriam estar todos na cadeia. Seria bom se não existisse gravidez fora de hora referindo-se a essas pessoas doentes, perversas insensatas porque muitas pessoas que acham que a criança veio na hora errada o recebe com alegria e muito carinho que é como deveria acontecer sempre, os pais mostrarem amor pelos seus filhos da melhor forma.	3
